Country,Year,Cumulative CO2 emissions
European Union (27),1801,6305744
European Union (27),1802,15945728
European Union (27),1803,16942336
European Union (27),1804,20584352
European Union (27),1805,22196512
European Union (27),1806,23654784
European Union (27),1807,26890096
European Union (27),1808,28289744
European Union (27),1809,29693056
European Union (27),1810,33360720
European Union (27),1811,36929456
European Union (27),1812,40512850
European Union (27),1813,43832430
European Union (27),1814,47309570
European Union (27),1815,51270350
European Union (27),1816,56832304
European Union (27),1817,63618030
European Union (27),1818,70455060
European Union (27),1819,77299410
European Union (27),1820,84664050
European Union (27),1821,92395090
European Union (27),1822,100470540
European Union (27),1823,109242160
European Union (27),1824,117665700
European Union (27),1825,127690400
European Union (27),1826,137645490
European Union (27),1827,149879580
European Union (27),1828,162329860
European Union (27),1829,173578340
European Union (27),1830,192719570
European Union (27),1831,209189840
European Union (27),1832,225670910
European Union (27),1833,243434500
European Union (27),1834,262996580
European Union (27),1835,283844740
European Union (27),1836,307422600
European Union (27),1837,333008300
European Union (27),1838,360154880
European Union (27),1839,388426300
European Union (27),1840,420475300
European Union (27),1841,454979200
European Union (27),1842,492117500
European Union (27),1843,528046700
European Union (27),1844,566621250
European Union (27),1845,610538000
European Union (27),1846,659804100
European Union (27),1847,713452400
European Union (27),1848,761025800
European Union (27),1849,810156350
European Union (27),1850,864346400
European Union (27),1851,921643970
European Union (27),1852,985928800
European Union (27),1853,1057109400
European Union (27),1854,1139428500
European Union (27),1855,1230250100
European Union (27),1856,1326646300
European Union (27),1857,1427098500
European Union (27),1858,1532964600
European Union (27),1859,1636962800
European Union (27),1860,1749616300
European Union (27),1861,1873468200
European Union (27),1862,2007544000
European Union (27),1863,2147032600
European Union (27),1864,2297930000
European Union (27),1865,2461752800
European Union (27),1866,2630082000
European Union (27),1867,2810572300
European Union (27),1868,2999926000
European Union (27),1869,3197274400
European Union (27),1870,3395400400
European Union (27),1871,3606980900
European Union (27),1872,3842073300
European Union (27),1873,4093773000
European Union (27),1874,4313995300
European Union (27),1875,4568911400
European Union (27),1876,4835258000
European Union (27),1877,5095142000
European Union (27),1878,5363652600
European Union (27),1879,5647911400
European Union (27),1880,5976770000
European Union (27),1881,6306906000
European Union (27),1882,6655863000
European Union (27),1883,7028515000
European Union (27),1884,7404860400
European Union (27),1885,7785848300
European Union (27),1886,8168622600
European Union (27),1887,8569587000
European Union (27),1888,9000962000
European Union (27),1889,9455524000
European Union (27),1890,9937171000
European Union (27),1891,10438503000
European Union (27),1892,10932126000
European Union (27),1893,11434047000
European Union (27),1894,11961257000
European Union (27),1895,12504565000
European Union (27),1896,13079860000
European Union (27),1897,13688426000
European Union (27),1898,14323922000
European Union (27),1899,14993264000
European Union (27),1900,15705412000
European Union (27),1901,16415077000
European Union (27),1902,17111530000
European Union (27),1903,17854610000
European Union (27),1904,18611770000
European Union (27),1905,19407534000
European Union (27),1906,20219884000
European Union (27),1907,21147380000
European Union (27),1908,22109403000
European Union (27),1909,23064412000
European Union (27),1910,24037267000
European Union (27),1911,25029970000
European Union (27),1912,26094354000
European Union (27),1913,27240514000
European Union (27),1914,28221487000
European Union (27),1915,29121516000
European Union (27),1916,30067610000
European Union (27),1917,31005921000
European Union (27),1918,31889357000
European Union (27),1919,32576287000
European Union (27),1920,33437702000
European Union (27),1921,34331808000
European Union (27),1922,35249865000
European Union (27),1923,36073220000
European Union (27),1924,37073367000
European Union (27),1925,38085054000
European Union (27),1926,39062940000
European Union (27),1927,40162260000
European Union (27),1928,41287390000
European Union (27),1929,42523060000
European Union (27),1930,43646374000
European Union (27),1931,44658060000
European Union (27),1932,45552194000
European Union (27),1933,46474000000
European Union (27),1934,47467475000
European Union (27),1935,48507445000
European Union (27),1936,49591288000
European Union (27),1937,50811146000
European Union (27),1938,52043457000
European Union (27),1939,53312470000
European Union (27),1940,54632833000
European Union (27),1941,55934226000
European Union (27),1942,57254900000
European Union (27),1943,58586575000
European Union (27),1944,59728273000
European Union (27),1945,60221180000
European Union (27),1946,61068825000
European Union (27),1947,62059545000
European Union (27),1948,63154913000
European Union (27),1949,64366027000
European Union (27),1950,65643815000
European Union (27),1951,67073642000
European Union (27),1952,68560540000
European Union (27),1953,70075610000
European Union (27),1954,71687045000
European Union (27),1955,73430490000
European Union (27),1956,75297660000
European Union (27),1957,77224165000
European Union (27),1958,79135180000
European Union (27),1959,81075950000
European Union (27),1960,83175210000
European Union (27),1961,85374075000
European Union (27),1962,87727830000
European Union (27),1963,90239880000
European Union (27),1964,92883100000
European Union (27),1965,95559130000
European Union (27),1966,98316690000
European Union (27),1967,1.01136E+11
European Union (27),1968,1.04128E+11
European Union (27),1969,1.07319E+11
European Union (27),1970,1.1065E+11
European Union (27),1971,1.14074E+11
European Union (27),1972,1.17628E+11
European Union (27),1973,1.21356E+11
European Union (27),1974,1.25065E+11
European Union (27),1975,1.287E+11
European Union (27),1976,1.32612E+11
European Union (27),1977,1.36485E+11
European Union (27),1978,1.40489E+11
European Union (27),1979,1.44602E+11
European Union (27),1980,1.48679E+11
European Union (27),1981,1.52543E+11
European Union (27),1982,1.56314E+11
European Union (27),1983,1.60043E+11
European Union (27),1984,1.63806E+11
European Union (27),1985,1.67627E+11
European Union (27),1986,1.71431E+11
European Union (27),1987,1.7527E+11
European Union (27),1988,1.79066E+11
European Union (27),1989,1.829E+11
European Union (27),1990,1.86766E+11
European Union (27),1991,1.90569E+11
European Union (27),1992,1.94243E+11
European Union (27),1993,1.9785E+11
European Union (27),1994,2.01439E+11
European Union (27),1995,2.05075E+11
European Union (27),1996,2.08796E+11
European Union (27),1997,2.12451E+11
European Union (27),1998,2.16097E+11
European Union (27),1999,2.19687E+11
European Union (27),2000,2.2329E+11
European Union (27),2001,2.26949E+11
European Union (27),2002,2.30611E+11
European Union (27),2003,2.34355E+11
European Union (27),2004,2.38111E+11
European Union (27),2005,2.41847E+11
European Union (27),2006,2.45593E+11
European Union (27),2007,2.49303E+11
European Union (27),2008,2.5293E+11
European Union (27),2009,2.56263E+11
European Union (27),2010,2.59695E+11
European Union (27),2011,2.63028E+11
European Union (27),2012,2.66288E+11
European Union (27),2013,2.69465E+11
European Union (27),2014,2.72506E+11
European Union (27),2015,2.75598E+11
European Union (27),2016,2.78698E+11
European Union (27),2017,2.81821E+11
European Union (27),2018,2.8487E+11
European Union (27),2019,2.87777E+11
European Union (27),2020,2.90399E+11
European Union (27),2021,2.93192E+11
India,1750,0
India,1751,0
India,1752,0
India,1753,0
India,1754,0
India,1755,0
India,1756,0
India,1757,0
India,1758,0
India,1759,0
India,1760,0
India,1761,0
India,1762,0
India,1763,0
India,1764,0
India,1765,0
India,1766,0
India,1767,0
India,1768,0
India,1769,0
India,1770,0
India,1771,0
India,1772,0
India,1773,0
India,1774,0
India,1775,0
India,1776,0
India,1777,0
India,1778,0
India,1779,0
India,1780,0
India,1781,0
India,1782,0
India,1783,0
India,1784,0
India,1785,0
India,1786,0
India,1787,0
India,1788,0
India,1789,0
India,1790,0
India,1791,0
India,1792,0
India,1793,0
India,1794,0
India,1795,0
India,1796,0
India,1797,0
India,1798,0
India,1799,0
India,1800,0
India,1801,0
India,1802,0
India,1803,0
India,1804,0
India,1805,0
India,1806,0
India,1807,0
India,1808,0
India,1809,0
India,1810,0
India,1811,0
India,1812,0
India,1813,0
India,1814,0
India,1815,0
India,1816,0
India,1817,0
India,1818,0
India,1819,0
India,1820,0
India,1821,0
India,1822,0
India,1823,0
India,1824,0
India,1825,0
India,1826,0
India,1827,0
India,1828,0
India,1829,0
India,1830,0
India,1831,0
India,1832,0
India,1833,0
India,1834,0
India,1835,0
India,1836,0
India,1837,0
India,1838,0
India,1839,0
India,1840,0
India,1841,0
India,1842,0
India,1843,0
India,1844,0
India,1845,0
India,1846,0
India,1847,0
India,1848,0
India,1849,0
India,1850,0
India,1851,0
India,1852,0
India,1853,0
India,1854,0
India,1855,0
India,1856,0
India,1857,0
India,1858,394488
India,1859,1030974
India,1860,1674090
India,1861,2171344
India,1862,2721639
India,1863,3331604
India,1864,3908419
India,1865,4475289
India,1866,5115090
India,1867,0
India,1868,0
India,1869,0
India,1870,0
India,1871,0
India,1872,0
India,1873,0
India,1874,0
India,1875,0
India,1876,0
India,1877,0
India,1878,6882001
India,1879,8566385
India,1880,10453161
India,1881,12292496
India,1882,14488791
India,1883,16929700
India,1884,19659716
India,1885,22119120
India,1886,24891184
India,1887,27957202
India,1888,31366758
India,1889,35388590
India,1890,39820264
India,1891,44592690
India,1892,49839984
India,1893,55383180
India,1894,60999890
India,1895,68034600
India,1896,75642640
India,1897,83896020
India,1898,93021220
India,1899,103075704
India,1900,115005280
India,1901,128184980
India,1902,142700420
India,1903,157502540
India,1904,174063580
India,1905,190994320
India,1906,210543760
India,1907,232316180
India,1908,257224450
India,1909,281367140
India,1910,304854460
India,1911,329636960
India,1912,358158430
India,1913,389625200
India,1914,421323400
India,1915,454465180
India,1916,487982720
India,1917,523002530
India,1918,562361860
India,1919,605336700
India,1920,640204740
India,1921,677710300
India,1922,714613700
India,1923,752585600
India,1924,793213630
India,1925,833298600
India,1926,873241200
India,1927,915125060
India,1928,955198100
India,1929,996906000
India,1930,1039305600
India,1931,1078156700
India,1932,1114286200
India,1933,1149753600
India,1934,1189364600
India,1935,1230757900
India,1936,1271442400
India,1937,1316509700
India,1938,1366889500
India,1939,1416201700
India,1940,1468511400
India,1941,1522092500
India,1942,1575622100
India,1943,1622266600
India,1944,1669962600
India,1945,1722836700
India,1946,1775061900
India,1947,1828242200
India,1948,1881446300
India,1949,1937634300
India,1950,1998736900
India,1951,2062759000
India,1952,2130185300
India,1953,2198890200
India,1954,2271304000
India,1955,2350091800
India,1956,2431748000
India,1957,2523383600
India,1958,2619199500
India,1959,2720647000
India,1960,2831972000
India,1961,2952376600
India,1962,3084958200
India,1963,3227402500
India,1964,3366890800
India,1965,3520593000
India,1966,3679966500
India,1967,3839522600
India,1968,4013592000
India,1969,4191005400
India,1970,4372728300
India,1971,4564692000
India,1972,4767728000
India,1973,4976824000
India,1974,5192677000
India,1975,5426886000
India,1976,5671636000
India,1977,5930598000
India,1978,6193747500
India,1979,6470032400
India,1980,6761744000
India,1981,7076710400
India,1982,7402090500
India,1983,7754289700
India,1984,8115849700
India,1985,8513442300
India,1986,8939751000
India,1987,9395096000
India,1988,9886788000
India,1989,10427439000
India,1990,11005436000
India,1991,11620802000
India,1992,12276249000
India,1993,12953549000
India,1994,13669817000
India,1995,14431267000
India,1996,15256467000
India,1997,16115403000
India,1998,16992354000
India,1999,17943306000
India,2000,18921409000
India,2001,19913140000
India,2002,20935315000
India,2003,21994041000
India,2004,23118560000
India,2005,24303485000
India,2006,25562128000
India,2007,26919082000
India,2008,28380600000
India,2009,29992016000
India,2010,31668510000
India,2011,33446984000
India,2012,35409580000
India,2013,37446996000
India,2014,39634338000
India,2015,41905103000
India,2016,44288918000
India,2017,46723790000
India,2018,49324233000
India,2019,51950694000
India,2020,54395703000
India,2021,57105388000
Oceania,1750,0
Oceania,1751,0
Oceania,1752,0
Oceania,1753,0
Oceania,1754,0
Oceania,1755,0
Oceania,1756,0
Oceania,1757,0
Oceania,1758,0
Oceania,1759,0
Oceania,1760,0
Oceania,1761,0
Oceania,1762,0
Oceania,1763,0
Oceania,1764,0
Oceania,1765,0
Oceania,1766,0
Oceania,1767,0
Oceania,1768,0
Oceania,1769,0
Oceania,1770,0
Oceania,1771,0
Oceania,1772,0
Oceania,1773,0
Oceania,1774,0
Oceania,1775,0
Oceania,1776,0
Oceania,1777,0
Oceania,1778,0
Oceania,1779,0
Oceania,1780,0
Oceania,1781,0
Oceania,1782,0
Oceania,1783,0
Oceania,1784,0
Oceania,1785,0
Oceania,1786,0
Oceania,1787,0
Oceania,1788,0
Oceania,1789,0
Oceania,1790,0
Oceania,1791,0
Oceania,1792,0
Oceania,1793,0
Oceania,1794,0
Oceania,1795,0
Oceania,1796,0
Oceania,1797,0
Oceania,1798,0
Oceania,1799,0
Oceania,1800,0
Oceania,1801,0
Oceania,1802,0
Oceania,1803,0
Oceania,1804,0
Oceania,1805,0
Oceania,1806,0
Oceania,1807,0
Oceania,1808,0
Oceania,1809,0
Oceania,1810,0
Oceania,1811,0
Oceania,1812,0
Oceania,1813,0
Oceania,1814,0
Oceania,1815,0
Oceania,1816,0
Oceania,1817,0
Oceania,1818,0
Oceania,1819,0
Oceania,1820,0
Oceania,1821,0
Oceania,1822,0
Oceania,1823,0
Oceania,1824,0
Oceania,1825,0
Oceania,1826,0
Oceania,1827,0
Oceania,1828,0
Oceania,1829,0
Oceania,1830,0
Oceania,1831,0
Oceania,1832,0
Oceania,1833,0
Oceania,1834,0
Oceania,1835,0
Oceania,1836,0
Oceania,1837,0
Oceania,1838,0
Oceania,1839,0
Oceania,1840,0
Oceania,1841,0
Oceania,1842,0
Oceania,1843,0
Oceania,1844,0
Oceania,1845,0
Oceania,1846,0
Oceania,1847,0
Oceania,1848,0
Oceania,1849,0
Oceania,1850,0
Oceania,1851,0
Oceania,1852,0
Oceania,1853,0
Oceania,1854,0
Oceania,1855,0
Oceania,1856,0
Oceania,1857,0
Oceania,1858,0
Oceania,1859,0
Oceania,1860,278464
Oceania,1861,787760
Oceania,1862,1143168
Oceania,1863,1542544
Oceania,1864,1810016
Oceania,1865,2231376
Oceania,1866,2927536
Oceania,1867,3821552
Oceania,1868,4554352
Oceania,1869,5195552
Oceania,1870,5796448
Oceania,1871,6488944
Oceania,1872,7196096
Oceania,1873,8064464
Oceania,1874,8954816
Oceania,1875,9782880
Oceania,1876,10713536
Oceania,1877,11779760
Oceania,1878,13102464
Oceania,1879,15062704
Oceania,1880,17924288
Oceania,1881,20426800
Oceania,1882,23266400
Oceania,1883,26618960
Oceania,1884,30249984
Oceania,1885,34284050
Oceania,1886,38351090
Oceania,1887,42623310
Oceania,1888,47514750
Oceania,1889,52252304
Oceania,1890,57220690
Oceania,1891,62720350
Oceania,1892,68373900
Oceania,1893,73880900
Oceania,1894,79849550
Oceania,1895,86063700
Oceania,1896,92336460
Oceania,1897,99188140
Oceania,1898,106823920
Oceania,1899,114785790
Oceania,1900,127393620
Oceania,1901,141573300
Oceania,1902,156009460
Oceania,1903,170397980
Oceania,1904,185376420
Oceania,1905,200963070
Oceania,1906,219184140
Oceania,1907,238746240
Oceania,1908,259653020
Oceania,1909,278471330
Oceania,1910,300810750
Oceania,1911,324659700
Oceania,1912,350307700
Oceania,1913,376912000
Oceania,1914,406473150
Oceania,1915,433198400
Oceania,1916,457509020
Oceania,1917,482885900
Oceania,1918,510369540
Oceania,1919,536237380
Oceania,1920,565527400
Oceania,1921,592179300
Oceania,1922,620084350
Oceania,1923,648769800
Oceania,1924,679829570
Oceania,1925,712153340
Oceania,1926,744279300
Oceania,1927,777669400
Oceania,1928,808670200
Oceania,1929,837216400
Oceania,1930,864110140
Oceania,1931,887894600
Oceania,1932,911775000
Oceania,1933,936900700
Oceania,1934,963580200
Oceania,1935,992959040
Oceania,1936,1024184060
Oceania,1937,1057420200
Oceania,1938,1089701400
Oceania,1939,1126304600
Oceania,1940,1160101400
Oceania,1941,1199646800
Oceania,1942,1241244700
Oceania,1943,1281604900
Oceania,1944,1321283200
Oceania,1945,1359597600
Oceania,1946,1400549900
Oceania,1947,1444015000
Oceania,1948,1487937500
Oceania,1949,1531193100
Oceania,1950,1594907400
Oceania,1951,1662594200
Oceania,1952,1732848500
Oceania,1953,1801515300
Oceania,1954,1879216000
Oceania,1955,1960367600
Oceania,1956,2044643700
Oceania,1957,2130941400
Oceania,1958,2219887400
Oceania,1959,2314940700
Oceania,1960,2415914200
Oceania,1961,2519591200
Oceania,1962,2626800000
Oceania,1963,2741288200
Oceania,1964,2865336800
Oceania,1965,3002062000
Oceania,1966,3138824400
Oceania,1967,3284299300
Oceania,1968,3435460400
Oceania,1969,3594889500
Oceania,1970,3760722200
Oceania,1971,3932877800
Oceania,1972,4110634800
Oceania,1973,4304938000
Oceania,1974,4501676500
Oceania,1975,4701108700
Oceania,1976,4899586000
Oceania,1977,5112849000
Oceania,1978,5337465000
Oceania,1979,5563972600
Oceania,1980,5807522300
Oceania,1981,6059637000
Oceania,1982,6316821500
Oceania,1983,6564565000
Oceania,1984,6825190400
Oceania,1985,7093505500
Oceania,1986,7361552000
Oceania,1987,7647151600
Oceania,1988,7939071500
Oceania,1989,8247662000
Oceania,1990,8557136400
Oceania,1991,8868731000
Oceania,1992,9187361000
Oceania,1993,9510238000
Oceania,1994,9838241000
Oceania,1995,10177690000
Oceania,1996,10525652000
Oceania,1997,10884039000
Oceania,1998,11255077000
Oceania,1999,11637017000
Oceania,2000,12026411000
Oceania,2001,12425932000
Oceania,2002,12830673000
Oceania,2003,13245874000
Oceania,2004,13674843000
Oceania,2005,14108726000
Oceania,2006,14548696000
Oceania,2007,14997031000
Oceania,2008,15449367000
Oceania,2009,15902020000
Oceania,2010,16353577000
Oceania,2011,16803793000
Oceania,2012,17257892000
Oceania,2013,17703720000
Oceania,2014,18148140000
Oceania,2015,18600557000
Oceania,2016,19061662000
Oceania,2017,19527246000
Oceania,2018,19995920000
Oceania,2019,20466278000
Oceania,2020,20918465000
Oceania,2021,21361656000
South America,1750,0
South America,1751,0
South America,1752,0
South America,1753,0
South America,1754,0
South America,1755,0
South America,1756,0
South America,1757,0
South America,1758,0
South America,1759,0
South America,1760,0
South America,1761,0
South America,1762,0
South America,1763,0
South America,1764,0
South America,1765,0
South America,1766,0
South America,1767,0
South America,1768,0
South America,1769,0
South America,1770,0
South America,1771,0
South America,1772,0
South America,1773,0
South America,1774,0
South America,1775,0
South America,1776,0
South America,1777,0
South America,1778,0
South America,1779,0
South America,1780,0
South America,1781,0
South America,1782,0
South America,1783,0
South America,1784,0
South America,1785,0
South America,1786,0
South America,1787,0
South America,1788,0
South America,1789,0
South America,1790,0
South America,1791,0
South America,1792,0
South America,1793,0
South America,1794,0
South America,1795,0
South America,1796,0
South America,1797,0
South America,1798,0
South America,1799,0
South America,1800,0
South America,1801,0
South America,1802,0
South America,1803,0
South America,1804,0
South America,1805,0
South America,1806,0
South America,1807,0
South America,1808,0
South America,1809,0
South America,1810,0
South America,1811,0
South America,1812,0
South America,1813,0
South America,1814,0
South America,1815,0
South America,1816,0
South America,1817,0
South America,1818,0
South America,1819,0
South America,1820,0
South America,1821,0
South America,1822,0
South America,1823,0
South America,1824,0
South America,1825,0
South America,1826,0
South America,1827,0
South America,1828,0
South America,1829,0
South America,1830,0
South America,1831,0
South America,1832,0
South America,1833,0
South America,1834,0
South America,1835,0
South America,1836,0
South America,1837,0
South America,1838,0
South America,1839,0
South America,1840,0
South America,1841,0
South America,1842,0
South America,1843,0
South America,1844,0
South America,1845,0
South America,1846,0
South America,1847,0
South America,1848,0
South America,1849,0
South America,1850,0
South America,1851,0
South America,1852,0
South America,1853,0
South America,1854,0
South America,1855,0
South America,1856,0
South America,1857,0
South America,1858,0
South America,1859,0
South America,1860,0
South America,1861,0
South America,1862,0
South America,1863,0
South America,1864,0
South America,1865,0
South America,1866,0
South America,1867,0
South America,1868,0
South America,1869,0
South America,1870,0
South America,1871,0
South America,1872,0
South America,1873,0
South America,1874,0
South America,1875,0
South America,1876,0
South America,1877,0
South America,1878,0
South America,1879,0
South America,1880,0
South America,1881,0
South America,1882,0
South America,1883,0
South America,1884,3664
South America,1885,7328
South America,1886,14656
South America,1887,1106528
South America,1888,2004208
South America,1889,3766592
South America,1890,5147920
South America,1891,6133536
South America,1892,7584480
South America,1893,9185648
South America,1894,11219168
South America,1895,14047776
South America,1896,16927680
South America,1897,19686672
South America,1898,22863360
South America,1899,26578656
South America,1900,29744352
South America,1901,36145360
South America,1902,43524656
South America,1903,51200736
South America,1904,59866096
South America,1905,69077390
South America,1906,81406750
South America,1907,94091520
South America,1908,108978350
South America,1909,122384930
South America,1910,139631380
South America,1911,158794100
South America,1912,178784880
South America,1913,199907840
South America,1914,217102990
South America,1915,232191340
South America,1916,245810430
South America,1917,256677860
South America,1918,267677180
South America,1919,280578100
South America,1920,295219460
South America,1921,309648320
South America,1922,326810500
South America,1923,346570430
South America,1924,370903040
South America,1925,397287520
South America,1926,424668600
South America,1927,454750000
South America,1928,486177860
South America,1929,520602180
South America,1930,549724700
South America,1931,575270400
South America,1932,604230600
South America,1933,637129100
South America,1934,674386560
South America,1935,715467970
South America,1936,755064450
South America,1937,805226200
South America,1938,851499000
South America,1939,898559360
South America,1940,949276100
South America,1941,1000028700
South America,1942,1048194800
South America,1943,1096764300
South America,1944,1150630700
South America,1945,1204767900
South America,1946,1323543900
South America,1947,1385651000
South America,1948,1455155100
South America,1949,1525979600
South America,1950,1638556800
South America,1951,1769844000
South America,1952,1911318400
South America,1953,2051961300
South America,1954,2203017500
South America,1955,2373098000
South America,1956,2557280300
South America,1957,2750198300
South America,1958,2928953000
South America,1959,3125949200
South America,1960,3325111800
South America,1961,3526877400
South America,1962,3742502400
South America,1963,3961865500
South America,1964,4191982000
South America,1965,4432036400
South America,1966,4683972600
South America,1967,4951250400
South America,1968,5238783500
South America,1969,5549914600
South America,1970,5887602000
South America,1971,6233981400
South America,1972,6596334600
South America,1973,6988759000
South America,1974,7404990500
South America,1975,7816316000
South America,1976,8235405000
South America,1977,8669986000
South America,1978,9131780000
South America,1979,9625982000
South America,1980,10133985000
South America,1981,10623313000
South America,1982,11113852000
South America,1983,11599517000
South America,1984,12090837000
South America,1985,12592477000
South America,1986,13121968000
South America,1987,13678993000
South America,1988,14259022000
South America,1989,14838521000
South America,1990,15438425000
South America,1991,16045963000
South America,1992,16665418000
South America,1993,17319588000
South America,1994,17991248000
South America,1995,18693044000
South America,1996,19421157000
South America,1997,20189590000
South America,1998,21010606000
South America,1999,21849920000
South America,2000,22671145000
South America,2001,23503274000
South America,2002,24350320000
South America,2003,25208523000
South America,2004,26076121000
South America,2005,26978116000
South America,2006,27891059000
South America,2007,28831840000
South America,2008,29839390000
South America,2009,30831374000
South America,2010,31913840000
South America,2011,33018153000
South America,2012,34162651000
South America,2013,35372646000
South America,2014,36601840000
South America,2015,37795664000
South America,2016,38948454000
South America,2017,40073564000
South America,2018,41138176000
South America,2019,42211353000
South America,2020,43192540000
South America,2021,44267540000
United Kingdom,1750,9350528
United Kingdom,1751,18701056
United Kingdom,1752,28055248
United Kingdom,1753,37409440
United Kingdom,1754,46767296
United Kingdom,1755,56128816
United Kingdom,1756,66135200
United Kingdom,1757,76145250
United Kingdom,1758,86158960
United Kingdom,1759,96176340
United Kingdom,1760,106193710
United Kingdom,1761,117167390
United Kingdom,1762,128144740
United Kingdom,1763,139125740
United Kingdom,1764,150110420
United Kingdom,1765,161098750
United Kingdom,1766,173358500
United Kingdom,1767,185621900
United Kingdom,1768,197888980
United Kingdom,1769,210159710
United Kingdom,1770,222434110
United Kingdom,1771,236045870
United Kingdom,1772,249661300
United Kingdom,1773,263280380
United Kingdom,1774,276903140
United Kingdom,1775,290529540
United Kingdom,1776,305566600
United Kingdom,1777,320607330
United Kingdom,1778,335651700
United Kingdom,1779,350699780
United Kingdom,1780,365755140
United Kingdom,1781,382598530
United Kingdom,1782,399445630
United Kingdom,1783,416300030
United Kingdom,1784,433158080
United Kingdom,1785,450023500
United Kingdom,1786,469171520
United Kingdom,1787,488326900
United Kingdom,1788,507485980
United Kingdom,1789,526652350
United Kingdom,1790,545826050
United Kingdom,1791,567242200
United Kingdom,1792,588665600
United Kingdom,1793,610096300
United Kingdom,1794,631530700
United Kingdom,1795,652972400
United Kingdom,1796,675385100
United Kingdom,1797,698926340
United Kingdom,1798,723442200
United Kingdom,1799,749240400
United Kingdom,1800,775874000
United Kingdom,1801,802584600
United Kingdom,1802,829434400
United Kingdom,1803,859625700
United Kingdom,1804,889956300
United Kingdom,1805,921419100
United Kingdom,1806,954669900
United Kingdom,1807,987928000
United Kingdom,1808,1021197100
United Kingdom,1809,1054477250
United Kingdom,1810,1087768300
United Kingdom,1811,1123331100
United Kingdom,1812,1160267900
United Kingdom,1813,1197644400
United Kingdom,1814,1235731600
United Kingdom,1815,1274654300
United Kingdom,1816,1316090500
United Kingdom,1817,1358014000
United Kingdom,1818,1400036400
United Kingdom,1819,1442373900
United Kingdom,1820,1484902000
United Kingdom,1821,1527774500
United Kingdom,1822,1572295700
United Kingdom,1823,1619169300
United Kingdom,1824,1668252200
United Kingdom,1825,1717844500
United Kingdom,1826,1767989900
United Kingdom,1827,1820220300
United Kingdom,1828,1872809600
United Kingdom,1829,1926146400
United Kingdom,1830,1994011100
United Kingdom,1831,2059776300
United Kingdom,1832,2125365500
United Kingdom,1833,2190859500
United Kingdom,1834,2256397600
United Kingdom,1835,2321660700
United Kingdom,1836,2398106400
United Kingdom,1837,2471877400
United Kingdom,1838,2547689200
United Kingdom,1839,2625468400
United Kingdom,1840,2706428200
United Kingdom,1841,2788267300
United Kingdom,1842,2873638700
United Kingdom,1843,2962732300
United Kingdom,1844,3056204800
United Kingdom,1845,3156191500
United Kingdom,1846,3251884300
United Kingdom,1847,3355432700
United Kingdom,1848,3464718800
United Kingdom,1849,3580724700
United Kingdom,1850,3703329300
United Kingdom,1851,3819984000
United Kingdom,1852,3936224300
United Kingdom,1853,4051823400
United Kingdom,1854,4191125000
United Kingdom,1855,4321567000
United Kingdom,1856,4461942300
United Kingdom,1857,4599804000
United Kingdom,1858,4734917600
United Kingdom,1859,4884929000
United Kingdom,1860,5052879400
United Kingdom,1861,5227927000
United Kingdom,1862,5397398000
United Kingdom,1863,5577623000
United Kingdom,1864,5771533000
United Kingdom,1865,5977021000
United Kingdom,1866,6188752400
United Kingdom,1867,6406126600
United Kingdom,1868,6619346000
United Kingdom,1869,6843051500
United Kingdom,1870,7071546000
United Kingdom,1871,7313582000
United Kingdom,1872,7568571000
United Kingdom,1873,7833229000
United Kingdom,1874,8090416000
United Kingdom,1875,8361904000
United Kingdom,1876,8632922000
United Kingdom,1877,8908822000
United Kingdom,1878,9179796000
United Kingdom,1879,9452443000
United Kingdom,1880,9749566000
United Kingdom,1881,10061879000
United Kingdom,1882,10376843000
United Kingdom,1883,10704573000
United Kingdom,1884,11023671000
United Kingdom,1885,11338963000
United Kingdom,1886,11651391000
United Kingdom,1887,11971834000
United Kingdom,1888,12305001000
United Kingdom,1889,12650026000
United Kingdom,1890,13003049000
United Kingdom,1891,13363521000
United Kingdom,1892,13716528000
United Kingdom,1893,14032739000
United Kingdom,1894,14394841000
United Kingdom,1895,14760391000
United Kingdom,1896,15136373000
United Kingdom,1897,15522342000
United Kingdom,1898,15909220000
United Kingdom,1899,16323772000
United Kingdom,1900,16743513000
United Kingdom,1901,17154214000
United Kingdom,1902,17580853000
United Kingdom,1903,18010840000
United Kingdom,1904,18442832000
United Kingdom,1905,18880504000
United Kingdom,1906,19333855000
United Kingdom,1907,19807422000
United Kingdom,1908,20269388000
United Kingdom,1909,20735474000
United Kingdom,1910,21205205000
United Kingdom,1911,21686557000
United Kingdom,1912,22142441000
United Kingdom,1913,22640765000
United Kingdom,1914,23123948000
United Kingdom,1915,23613428000
United Kingdom,1916,24120500000
United Kingdom,1917,24621670000
United Kingdom,1918,25088518000
United Kingdom,1919,25544649000
United Kingdom,1920,26015400000
United Kingdom,1921,26335205000
United Kingdom,1922,26763428000
United Kingdom,1923,27218321000
United Kingdom,1924,27694303000
United Kingdom,1925,28143960000
United Kingdom,1926,28390332000
United Kingdom,1927,28857068000
United Kingdom,1928,29294707000
United Kingdom,1929,29755380000
United Kingdom,1930,30196453000
United Kingdom,1931,30608667000
United Kingdom,1932,31004566000
United Kingdom,1933,31396720000
United Kingdom,1934,31819923000
United Kingdom,1935,32249030000
United Kingdom,1936,32702826000
United Kingdom,1937,33170958000
United Kingdom,1938,33619898000
United Kingdom,1939,34072355000
United Kingdom,1940,34547500000
